"[('G 09', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B')]",6,75,22724-24288-26362-26532-27178-28572-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverFrequency'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",6,76,32997-35037-35853-36072-36397-36480-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",5,77,4576-5596-6616-13054-19803-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",5,78,11781-11951-24295-27355-28473-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",5,79,12937-18579-27147-27453-28375-
"[('G 01', 'Out of Step'),('NSG_1', 'OverFrequency'),('NSG_3', 'UnderVoltage')]",5,80,15977-16011-16045-17201-18425-
"[('G 09', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B')]",5,81,17148-23778-24696-25716-28776-
"[('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",5,82,23101-24064-26777-36327-36531-
"[('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",5,83,23105-26240-28823-36565-37641-
"[('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",5,84,23943-25303-25337-26323-28567-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverFrequency'),('NSG_3', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",5,85,31606-31617-31753-31787-36649-
"[('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",5,86,42172-42308-42376-42478-42648-
"[('G 01', 'Under-Speed')]",4,87,20-22219-25891-27115-
"[('NSG_1', 'OverVoltage'),('NSG_3', 'OverVoltage(1)'),('G 01', 'Under-Speed')]",4,88,1278-6185-23409-26994-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 03', 'UV'),('G 02', 'UV'),('G 01', 'Under-Speed'),('NSG_3', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",4,89,1901-2105-2921-4145-
"[('NSG_1', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'OverFrequency')]",4,90,8667-15978-17202-18411-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'OverVoltage(1)'),('NSG_3', 'OverVoltage(2)')]",4,91,8878-9285-10102-21214-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'OverVoltage(1)')]",4,92,15249-15419-15453-15657-
"[('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",4,93,15511-24147-25167-28397-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B')]",4,94,16978-17998-19018-20038-
"[('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",4,95,17993-22617-22753-22889-
"[('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",4,96,23169-24268-26750-36637-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('NSG_3', 'OverVoltage(2)')]",4,97,23817-24172-25007-26027-
"[('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",4,98,24335-25321-26613-36429-
"[('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",4,99,24355-24363-25553-40064-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",4,100,30382-30552-30586-30597-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'OverFrequency'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",4,101,30583-33046-33998-34663-
"[('G 05', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,102,483-1673-9799-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A')]",3,103,2366-6336-14025-
"[('G 05', 'Over-Speed'),('Load_A'),('Load_A')]",3,104,2693-3713-4903-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,105,3276-3608-20777-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,106,3556-23951-24903-
"[('G 04', 'Over-Speed')]",3,107,4869-7249-12213-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,108,5316-24087-26195-
"[('G 01', 'Out of Step'),('NSG_1', 'OverFrequency')]",3,109,9846-16065-16099-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_1', 'UnderFrequency')]",3,110,11444-14368-21199-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,111,12971-13991-25349-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,112,14583-32898-34938-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderFrequency')]",3,113,15385-15793-17813-
"[('G 09', 'Over-Speed'),('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,114,18644-19834-21024-
"[('G 04', 'Over-Speed'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_C')]",3,115,22651-23671-24079-
"[('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,116,22727-24097-36395-
"[('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,117,23173-24287-28976-
"[('NSG_2', 'OverVoltage'),('G 01', 'Under-Speed'),('NSG_1', 'OverVoltage(2)'),('NSG_3', 'OverVoltage(3)')]",3,118,24259-24395-26877-
"[('G 09', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B')]",3,119,24866-25138-25988-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('NSG_3', 'OverVoltage(2)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,120,26231-27251-28475-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('NSG_3', 'UnderFrequency'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,121,26416-27436-28660-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'OverFrequency'),('NSG_1', 'UnderVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,122,32422-33997-35391-
"[('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",3,123,41458-42002-43192-
"[('G 05', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,124,1843-9527-
"[('G 05', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,125,2523-14287-
"[('G 05', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,126,3951-7657-
"[('G 02', 'UV'),('G 03', 'UV'),('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,127,4111-4315-
"[('G 02', 'UV'),('G 03', 'UV'),('NSG_2', 'OverVoltage'),('G 01', 'Under-Speed'),('NSG_1', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,128,5335-6355-
"[('G 02', 'UV'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('NSG_1', 'UnderVoltage(1)')]",2,129,8735-9982-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('NSG_3', 'UnderFrequency')]",2,130,9676-16216-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('NSG_3', 'OverFrequency'),('G 03', 'UV'),('G 02', 'UV'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B')]",2,131,10775-14005-
"[('G 05', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,132,11397-31389-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,133,13277-13326-
"[('NSG_1', 'OverFrequency')]",2,134,13532-21006-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'OverFrequency'),('NSG_1', 'OverFrequency(1)')]",2,135,13756-21304-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('NSG_3', 'OverVoltage(2)')]",2,136,13923-17440-
"[('G 09', 'UV'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,137,15074-16094-
"[('NSG_2', 'OverVoltage'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B')]",2,138,15788-27892-
"[('G 09', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,139,16230-17420-
"[('NSG_1', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,140,20823-28167-
"[('NSG_2', 'OverVoltage'),('G 01', 'Under-Speed'),('NSG_3', 'OverVoltage(1)')]",2,141,22559-22763-
"[('G 04', 'Over-Speed'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_C'),('Load_A'),('Load_A')]",2,142,23161-26731-
"[('NSG_2', 'OverVoltage'),('G 01', 'Under-Speed'),('NSG_3', 'OverVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,143,23205-23239-
"[('NSG_2', 'OverVoltage'),('G 01', 'Under-Speed'),('NSG_1', 'OverFrequency')]",2,144,24240-26858-
"[('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,145,25322-26546-
"[('NSG_2', 'OverVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,146,25511-29021-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('NSG_3', 'OverFrequency')]",2,147,27402-28422-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 09', 'UV'),('G 08', 'Over-Speed'),('G 01', 'Under-Speed'),('G 03', 'UV'),('G 02', 'UV'),('G 10', 'UV')]",2,148,27973-28993-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('NSG_1', 'UnderVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,149,31402-36683-
"[('NSG_2', 'OverVoltage'),('G 01', 'Out of Step'),('NSG_3', 'UnderVoltage'),('NSG_1', 'UnderVoltage(1)'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,150,32592-33861-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('NSG_3', 'OverFrequency'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,151,35003-35358-
"[('G 01', 'Out of Step'),('NSG_2', 'OverFrequency')]",2,152,35071-36465-
"[('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Out of Step'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",2,153,35173-36193-
"[('G 01', 'Out of Step'),('NSG_3', 'OverFrequency'),('NSG_1', 'UnderVoltage(1)')]",2,154,35493-35901-
"[('NSG_3', 'UnderVoltage'),('G 01', 'Out of Step'),('NSG_1', 'UnderVoltage(1)')]",2,155,43857-44016-
"[('G 02', 'UV'),('G 01', 'Under-Speed')]",1,156,31-
"[('G 02', 'UV'),('G 03', 'UV'),('G 01', 'Under-Speed'),('NSG_3', 'UnderVoltage')]",1,157,54-
"[('G 02', 'UV'),('G 03', 'UV'),('NSG_2', 'OverVoltage'),('G 01', 'Under-Speed')]",1,158,235-
"[('NSG_2', 'UnderFrequency'),('G 02', 'UV'),('G 03', 'UV'),('G 08', 'UV'),('G 10', 'Over-Speed'),('G 01', 'Under-Speed'),('Load_B'),('Load_A'),('G 04', 'Over-Speed'),('G 07', 'Over-Speed'),('G 09', 'Over-Speed'),('G 05', 'Over-Speed'),('NSG_3', 'OverFrequency'),('G 06', 'Over-Speed'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_C'),('Load_D')]",1,159,445-
"[('G 04', 'Under-Speed'),('G 05', 'Under-Speed'),('G 06', 'Under-Speed'),('G 07', 'Under-Speed'),('G 08', 'Under-Speed'),('G 10', 'Under-Speed'),('G 03', 'UV'),('G 02', 'UV'),('NSG_2', 'UnderVoltage'),('NSG_3', 'UnderVoltage(1)'),('G 09', 'UV'),('G 01', 'Under-Speed')]",1,160,477-
"[('G 02', 'UV'),('G 03', 'Over-Speed'),('G 10', 'Over-Speed'),('G 08', 'Over-Speed'),('G 06', 'Over-Speed'),('G 07', 'Over-Speed'),('G 09', 'Over-Speed'),('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_C'),('Load_D'),('NSG_2', 'UnderVoltage'),('NSG_3', 'UnderVoltage(1)'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_A'),('Load_B'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('Load_C'),('Load_D'),('G 01', 'Under-Speed')]",1,161,581-
"('Load_A'),('Load_B'),('Load_C'),('Load_D'),('NSG_2', 'OverVoltage')]",1,162,649-
"[('G 05', 'Over-Speed'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",1,163,653-
"[('NSG_2', 'OverVoltage'),('G 02', 'UV'),('G 03', 'UV'),('G 01', 'Under-Speed'),('NSG_3', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",1,164,677-
"[('NSG_2', 'OverVoltage'),('G 10', 'Over-Speed'),('G 01', 'Under-Speed'),('NSG_3', 'OverVoltage(1)'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_A'),('Load_A'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_B'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('G 07', 'UV'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D'),('Load_D')]",1,165,902-
"[('NSG_2', 'OverVoltage'),('G 03', 'UV'),('G 02', 'UV'),('G 01', 'Under-Speed'),('NSG_3', 'UnderVoltage'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A'),('Load_A')]",1,166,1085-
"[('G 02', 'UV'),('G 03', 'UV'),('G 01', 'Under-Speed'),('NSG_1', 'UnderVoltage')]",1,167,1255-
"[('G 02', 'Over-Speed'),('G 03', 'Over-Speed'),('G 04', 'Over-Speed'),('G 05', 'Over-Speed'),('G 06', 'Over-Speed'),('G 07', 'Over-Speed'),('G 08', 'Over-Speed'),('G 09', 'Over-Speed'),('G 10', 'Over-Speed'),('G 01', 'Under-Speed'),('NSG_1', 'UnderFrequency'),('NSG_3', 'UnderVoltage')]",1,168,1293-
"[('G 02', 'UV'),('NSG_2', 'OverVoltage'),('NSG_1', 'OverVoltage(1)'),('G 01', 'Under-Speed'),('NSG_3', 'UnderVoltage')]",1,169,1686-
"[('G 02', 'UV'),('G 03', 'UV'),('G 10', 'Over-Speed'),('G 01', 'Under-Speed'),('Load_A'),('Load_B'),('Load_B'),('Load_A'),('Load_C'),('Load_C'),('Load_D'),('Load_D'),('NSG_1', 'OverFrequency'),('G 05', 'Over-Speed'),('G 06', 'Over-Speed'),('G 04', 'Over-Speed'),('G 07', 'Over-Speed'),('G 08', 'UV'),('NSG_2', 'UnderVoltage(1)'),('NSG_3', 'UnderVoltage(2)'),('G 09', 'UV'),('Load_A'),('Load_B'),('Load_C'),('Load_D')]",1,170,2179-
"[('G 02', 'UV')]",1,171,2213-
